AgeMeasurement:0,2,1,0,1,0,0,0,0,0,0,0,0,0
AgeMeasurement:0,2,0,0,1,0,0,0,0,0,0,0,0,0
AgeMeasurement:0,2,9,0,0,0,0,0,0,0,0,0,0,0
AgeMeasurement:0,2,4,0,0,0,0,0,0,0,0,0,0,0
AgeMeasurement:0,2,8,0,0,0,0,0,0,0,0,0,0,0
AgeMeasurement:0,2,6,0,0,0,0,0,0,1,0,0,0,0
AgeMeasurement:0,2,5,0,0,0,0,0,0,1,0,0,0,0
AgeMeasurement:0,2,7,0,0,0,0,0,0,0,0,0,0,0
AgeMeasurement:0,2,10,0,0,1,0,0,0,0,0,0,0,0
AgeMeasurement:0,2,2,0,0,1,0,0,0,0,0,0,0,0
AgeMeasurement:0,2,3,0,0,0,0,0,0,0,0,0,0,0
AgeMeasurement:1,2,1,0,1,0,0,0,0,0,0,0,0,0
AgeMeasurement:1,2,0,0,1,0,0,0,0,0,0,0,0,0
AgeMeasurement:1,2,9,0,0,0,0,0,0,0,0,0,0,0
AgeMeasurement:1,2,4,0,0,0,0,0,0,0,0,0,0,0
AgeMeasurement:1,2,8,0,0,0,0,0,0,0,0,0,0,0
AgeMeasurement:1,2,6,0,0,0,0,0,0,1,0,0,0,0
AgeMeasurement:1,2,5,0,0,0,0,0,0,1,0,0,0,0
AgeMeasurement:1,2,7,0,0,0,0,0,0,0,0,0,0,0
AgeMeasurement:1,2,10,0,0,1,0,0,0,0,0,0,0,0
AgeMeasurement:1,2,2,0,0,1,0,0,0,0,0,0,0,0
AgeMeasurement:1,2,3,0,0,0,0,0,0,0,0,0,0,0
AgeMeasurement:2,2,1,0,2,0,0,1,0,0,0,0,0,0
AgeMeasurement:2,2,0,0,2,0,0,0,0,0,0,0,0,0
AgeMeasurement:2,2,9,0,0,0,0,0,0,0,0,0,0,0
AgeMeasurement:2,2,4,0,0,0,0,1,0,0,0,0,0,0
AgeMeasurement:2,2,8,0,0,0,0,0,0,0,0,0,0,0
AgeMeasurement:2,2,6,0,0,0,0,0,0,2,0,0,0,0
AgeMeasurement:2,2,5,0,0,0,0,0,1,2,0,0,0,0
AgeMeasurement:2,2,7,0,0,0,0,0,1,0,0,0,0,0
AgeMeasurement:2,2,10,0,0,2,1,0,0,0,0,0,0,0
AgeMeasurement:2,2,2,0,0,2,0,0,0,0,0,0,0,0
